uid,facname,addressnum,streetname,address,city,boro,borocode,zipcode,latitude,longitude,xcoord,ycoord,bin,bbl,cd,council,ct2010,ct2020,nta2010,nta2020,facgroup,facsubgrp,factype,capacity,captype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,facdomain,schooldist,policeprct,servarea,geometry
00244f20c6440405c004191194c352e8,M.S. 935,76,DINSMORE PLACE,76 DINSMORE PLACE,BROOKLYN,BROOKLYN,3,11208,40.68102045,-73.87609007,1018617.617,187414.8403,3424693,3041420032,305,37,117800,117800,BK83,BK0501,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC,180,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",19,75,Local,POINT(1018617.6173334122 187414.84031534195)
0051736ceb1f8eb71640cb2b218193ff,HIGH SCHOOL OF APPLIED COMMUNICATION,30-20,THOMSON AVENUE,30-20 THOMSON AVENUE,LONG ISLAND CITY,QUEENS,4,11101,40.74456635,-73.93692053,1001729.033,210548.5287,4003517,4002740001,402,26,17900,17902,QN31,QN0202,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,347,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",24,108,Local,POINT(1001729.032705307 210548.5286769867)
00576134099631530e6310f3ed6f8b3e,NYSARC - AHRC MIDDLE/HIGH SCHOOL,1201,66 STREET,1201 66 STREET,BROOKLYN,BROOKLYN,3,11219,40.62684368,-74.00386474,983177.2065,167652.4573,3256761,3057530001,310,43,19400,19400,BK30,BK1002,SCHOOLS (K-12),NON-PUBLIC K-12 SCHOOLS,HIGH SCHOOL - NON-PUBLIC,0,,Non-public,"Nysarc, Inc - Nyc Chapter",Non-public,City,NYC Department of Education,NYCDOE,nysed_activeinstitutions,"EDUCATION, CHILD WELFARE, AND YOUTH",20,68,Local,POINT(983177.2064723969 167652.45728254318)
007ebf08f04e6f4cc75a8fac271157aa,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY",821,BAY 25 STREET,821 BAY 25 STREET,FAR ROCKAWAY,QUEENS,4,11691,40.60175562,-73.76358499,1049899.87,158600.7878,4300730,4157360001,414,31,100802,100804,QN15,QN1401,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,391,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",27,101,Local,POINT(1049899.8704295158 158600.7877573967)
00c16cfccca976aef8490c8d9ce97feb,I.S. 254,2452,WASHINGTON AVENUE,2452 WASHINGTON AVENUE,BRONX,BRONX,2,10458,40.85885258,-73.88987898,1014711.683,252199.868,2103863,2030580003,206,15,38700,38700,BX06,BX0603,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC,473,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",10,48,Local,POINT(1014711.682926178 252199.8679909706)
0111d013c04bf03636b6137535cb5872,BROOKLYN BRIDGE ACADEMY,6565,FLATLANDS AVENUE,6565 FLATLANDS AVENUE,BROOKLYN,BROOKLYN,3,11236,40.63371654,-73.91762131,1007114.737,170167.1535,3224139,3079980005,318,46,95000,95000,BK50,BK1803,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,328,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",18,69,Local,POINT(1007114.7374958992 170167.15353870392)
017f34d2dd8eedce666058c0bade9fc1,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,778,FOREST AVENUE,778 FOREST AVENUE,BRONX,BRONX,2,10456,40.81886928,-73.90533167,1010452.903,237627.4726,2004690,2026550030,201,17,7700,7700,BX34,BX0102,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC,382,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",7,40,Local,POINT(1010452.9030432701 237627.4726138115)
0201d0d29d7b57ee636f6b36eda7dc90,QUEENS METROPOLITAN HIGH SCHOOL,91-30,METROPOLITAN AVENUE,91-30 METROPOLITAN AVENUE,FOREST HILLS,QUEENS,4,11375,40.70852488,-73.85580194,1024228.227,197444.1125,4447233,4038860800,406,29,64500,64500,QN17,QN0602,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,932,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",28,112,Local,POINT(1024228.226934433 197444.11253261566)
020e40cf34dd6217d657313bd6d096d8,J.H.S. 217 ROBERT A. VAN WYCK,85-05,144 STREET,85-05 144 STREET,JAMAICA,QUEENS,4,11435,40.71041127,-73.81182094,1036420.258,198154.513,4208124,4097240173,408,24,23200,23200,QN35,QN0805,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC,1425,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",28,107,Local,POINT(1036420.2582373619 198154.51305103302)
0272be68ee42cdee979c9b68ce069ae3,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,443,WEST 135 STREET,443 WEST 135 STREET,NEW YORK,MANHATTAN,1,10031,40.8183816,-73.94990444,998115.8733,237439.5975,1059409,1019570078,109,9,21703,21703,MN06,MN0902,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,1478,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",6,26,Local,POINT(998115.8732743263 237439.59754180908)
02feab44d208890523956a5fa3aeaabb,FORDHAM PREPARATORY SCHOOL,441,EAST FORDHAM ROAD,441 EAST FORDHAM ROAD,BRONX,BRONX,2,10458,40.86125664,-73.88739316,1015398.183,253076.634,2102025,2032730001,206,15,39700,39700,BX06,BX0603,SCHOOLS (K-12),NON-PUBLIC K-12 SCHOOLS,HIGH SCHOOL - NON-PUBLIC,0,,Non-public,Fordham Preparatory School,Non-public,City,NYC Department of Education,NYCDOE,nysed_activeinstitutions,"EDUCATION, CHILD WELFARE, AND YOUTH",10,48,Local,POINT(1015398.1834802628 253076.6339855194)
0329b4bc738437692d38b2e50d50fd4f,MOTT HAVEN COMMUNITY HIGH SCHOOL,455,SOUTHERN BOULEVARD,455 SOUTHERN BOULEVARD,BRONX,BRONX,2,10455,40.8105105,-73.90759709,1009829.078,234581.4027,2003883,2025760026,201,8,3500,3500,BX39,BX0101,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,368,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",7,40,Local,POINT(1009829.0784254074 234581.4026722908)
034f191541dc296afd642dd0cd866a42,WILLIAMSBURG PREPARATORY SCHOOL,257,NORTH 6 STREET,257 NORTH 6 STREET,BROOKLYN,BROOKLYN,3,11211,40.71552847,-73.95487627,996759.0291,199966.0514,3062135,3023300011,301,34,51900,51900,BK73,BK0102,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,635,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",14,94,Local,POINT(996759.0291595459 199966.05136919022)
03aee4de2948c38ff46bf7955c01a08d,ORCHARD COLLEGIATE ACADEMY,220,HENRY STREET,220 HENRY STREET,NEW YORK,MANHATTAN,1,10002,40.71337833,-73.9862158,988071.3275,199179.7681,1003223,1002690041,103,1,201,201,MN28,MN0301,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,422,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",1,7,Local,POINT(988071.327498436 199179.76814842224)
03ec187c9ebab9a6bbece4e15c2d80f6,ACADEMY FOR HEALTH CAREERS,150,ALBANY AVENUE,150 ALBANY AVENUE,BROOKLYN,BROOKLYN,3,11213,40.67590877,-73.93930853,1001084.661,185534.0312,3030553,3012160046,308,36,31100,31100,BK61,BK0802,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,612,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",17,77,Local,POINT(1001084.6614785194 185534.03118133545)
03ed73767bf15be3c97053a856bb7695,THE MOTT HALL SCHOOL,401,WEST 164 STREET,401 WEST 164 STREET,NEW YORK,MANHATTAN,1,10032,40.83699877,-73.93725293,1001612.805,244224.7712,1062636,1021110024,112,10,24301,24301,MN36,MN1201,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC,0,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",6,33,Local,POINT(1001612.8047347069 244224.77122735977)
04db240700614b5a6fd137afeb68a947,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY,138-30,LAFAYETTE STREET,138-30 LAFAYETTE STREET,OZONE PARK,QUEENS,4,11417,40.67100537,-73.84571801,1027048.021,183779.4403,4245993,4114030001,410,32,5800,5800,QN56,QN1002,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,593,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",27,106,Local,POINT(1027048.021132946 183779.440284729)
05397fa4422a0763fc04eff2787e7f8c,NEW UTRECHT HIGH SCHOOL,1601,80 STREET,1601 80 STREET,BROOKLYN,BROOKLYN,3,11214,40.6133363,-74.00277915,983478.3921,162731.3532,3162711,3062710001,311,38,18200,18200,BK28,BK1101,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,2339,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",20,62,Local,POINT(983478.3921160698 162731.35320329666)
0573e8d82170419e06670bd4216ab744,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",74-20,COMMONWEALTH BOULEVARD,74-20 COMMONWEALTH BOULEVARD,BELLEROSE,QUEENS,4,11426,40.74445729,-73.72886556,1059380.127,210618.7717,4529899,4078700072,413,23,156700,156700,QN43,QN1302,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,1090,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",26,105,Local,POINT(1059380.1274986267 210618.7716536522)
05903e880b77d069e19bae66f2b17672,COBBLE HILL SCHOOL OF AMERICAN STUDIES,347,BALTIC STREET,347 BALTIC STREET,BROOKLYN,BROOKLYN,3,11201,40.68487404,-73.99088675,986777.502,188794.6394,3006356,3003970011,306,39,6900,6902,BK38,BK0601,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,892,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",15,76,Local,POINT(986777.50197649 188794.63945150375)
05a57a43993692a8864e0e19237cfcc5,KHALIL GIBRAN INTERNATIONAL ACADEMY,382,SCHERMERHORN STREET,382 SCHERMERHORN STREET,BROOKLYN,BROOKLYN,3,11217,40.68599434,-73.97937483,989970.166,189203.3375,3429886,3001747501,302,33,3900,3900,BK38,BK0202,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,0,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",15,84,Local,POINT(989970.1660151482 189203.3375058174)
069d9fd2d3efd3277cf55a3cdae08e02,"METROPOLITAN HIGH SCHOOL, THE",,,1180 REV. J.A. POLITE AVE.,BRONX,BRONX,2,10459,40.827389,-73.896976,1012761.988,240734.1241,0,2026920014,202,17,13100,13100,BX33,BX0202,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,461,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",12,41,Local,POINT(1012761.9877882004 240734.12411499023)
074889467e01af3138001d0352b2242a,MIDRASH L'MAN ACHAI,97-30,QUEENS BOULEVARD,97-30 QUEENS BOULEVARD,REGO PARK,QUEENS,4,11374,40.72843425,-73.8593891,1023222.06,204696.079,4072142,4030840014,406,30,69701,69701,QN18,QN0601,SCHOOLS (K-12),NON-PUBLIC K-12 SCHOOLS,MIDDLE SCHOOL - NON-PUBLIC,0,,Non-public,Midrash L'Man Achai,Non-public,City,NYC Department of Education,NYCDOE,nysed_activeinstitutions,"EDUCATION, CHILD WELFARE, AND YOUTH",28,112,Local,POINT(1023222.0604624748 204696.07902479172)
07494fc31c1b02fbd6b3f1b56481a6d6,CIVIC LEADERSHIP ACADEMY,45-10,94 STREET,45-10 94 STREET,ELMHURST,QUEENS,4,11373,40.74336014,-73.87149779,1019858.012,210128.8904,4437166,4016000061,404,25,46300,46300,QN29,QN0401,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,629,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",24,110,Local,POINT(1019858.0120706558 210128.89044475555)
0772234b51af0e2c8586749cdc8c1c3c,LOYOLA SCHOOL,980,PARK AVENUE,980 PARK AVENUE,NEW YORK,MANHATTAN,1,10028,40.77861984,-73.95876362,995670.574,222951.7274,1046799,1014950132,108,4,14200,14200,MN40,MN0802,SCHOOLS (K-12),NON-PUBLIC K-12 SCHOOLS,HIGH SCHOOL - NON-PUBLIC,0,,Non-public,Loyola School,Non-public,City,NYC Department of Education,NYCDOE,nysed_activeinstitutions,"EDUCATION, CHILD WELFARE, AND YOUTH",2,19,Local,POINT(995670.5739603043 222951.72745800018)
078aba03d585f2179e7414475c28db06,URBAN ACTION ACADEMY,1600,ROCKAWAY PARKWAY,1600 ROCKAWAY PARKWAY,BROOKLYN,BROOKLYN,3,11236,40.64043381,-73.89850364,1012418.135,172620.0027,3230949,3082220001,318,46,99000,99000,BK50,BK1803,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,539,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",18,69,Local,POINT(1012418.1345696449 172620.002702713)
07d7e3e9b19bcc41ff11f9693a1ad78b,YESHIVA BIRCHAS SHMUEL,1214,EAST 15 STREET,1214 EAST 15 STREET,BROOKLYN,BROOKLYN,3,11230,40.61982284,-73.96066894,995168.8638,165097.0063,3180667,3067340012,314,44,76800,76800,BK43,BK1403,SCHOOLS (K-12),NON-PUBLIC K-12 SCHOOLS,MIDDLE SCHOOL - NON-PUBLIC,0,,Non-public,Yeshiva Birchas Shmuel,Non-public,City,NYC Department of Education,NYCDOE,nysed_activeinstitutions,"EDUCATION, CHILD WELFARE, AND YOUTH",21,70,Local,POINT(995168.8637747765 165097.0063199997)
0863f0a67c49e5c4a5797d6d48092534,I.S. 025 ADRIEN BLOCK,34-65,192 STREET,34-65 192 STREET,FLUSHING,QUEENS,4,11358,40.76498726,-73.789702,1042504.704,218052.1625,4119139,4052610001,411,19,113900,113900,QN48,QN1101,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC,971,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",25,111,Local,POINT(1042504.7044959068 218052.16244888306)
087867ecdea48e9aa4f34d779d8d1858,MESIVTHA TIFERETH JERUSALEM,,,1870 DRUMGOOLE RD,STATEN ISLAND,STATEN ISLAND,5,10309,40.52764362,-74.21445187,924632.9369,131584.3607,5085543,5069980024,503,51,20803,20803,SI32,SI0304,SCHOOLS (K-12),NON-PUBLIC K-12 SCHOOLS,HIGH SCHOOL - NON-PUBLIC,0,,Non-public,Mesivtha Tifereth Jerusalem,Non-public,City,NYC Department of Education,NYCDOE,nysed_activeinstitutions,"EDUCATION, CHILD WELFARE, AND YOUTH",31,123,Local,POINT(924632.9369268417 131584.36074209213)
087f8b192f1a935c3426a9719e908ab3,BRONX COMMUNITY HIGH SCHOOL,1980,LAFAYETTE AVENUE,1980 LAFAYETTE AVENUE,BRONX,BRONX,2,10473,40.8214376,-73.85589683,1024134.243,238581.8504,2022205,2036040039,209,18,1600,1600,BX09,BX0902,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,379,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",8,43,Local,POINT(1024134.2432208061 238581.85041427612)
08c768cc3b42a1243d2a6ca88cbf8aff,FELLOWSHIP OF LEARNING SCHOOL,9,WEST 130 STREET,9 WEST 130 STREET,NEW YORK,MANHATTAN,1,10037,40.81014572,-73.94062033,1000687.64,234440.5786,1081377,1017280027,110,9,20800,20800,MN03,MN1002,SCHOOLS (K-12),NON-PUBLIC K-12 SCHOOLS,MIDDLE SCHOOL - NON-PUBLIC,0,,Non-public,Fellowship Of Learning School,Non-public,City,NYC Department of Education,NYCDOE,nysed_activeinstitutions,"EDUCATION, CHILD WELFARE, AND YOUTH",5,32,Local,POINT(1000687.6400308609 234440.57863378525)
08e3a69ddd829af822757d280300450d,NEW PATHWAYS ACADEMY,1000,TELLER AVENUE,1000 TELLER AVENUE,BRONX,BRONX,2,10456,40.82772278,-73.91381188,1008102.524,240850.7013,2097111,2024240001,204,16,17300,17300,BX14,BX0401,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC,265,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",9,44,Local,POINT(1008102.5236983299 240850.70132637024)
08e47f40308c0ec45a12ac251a478a0c,BRONX LEGACY HIGH SCHOOL,730,CONCOURSE VILLAGE WEST,730 CONCOURSE VILLAGE WEST,BRONX,BRONX,2,10451,40.8220364,-73.92339737,1005451.556,238776.4803,2103486,2024430078,204,16,6100,6100,BX14,BX0401,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,365,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",7,44,Local,POINT(1005451.5562105179 238776.48032522202)
09109d4833e1fe723d0f154b9232f2c0,URBAN ASSEMBLY MAKER ACADEMY,411,PEARL STREET,411 PEARL STREET,NEW YORK,MANHATTAN,1,10038,40.71125354,-74.00164179,983794.8397,198405.3458,1001388,1001130100,101,1,2900,2901,MN27,MN0102,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,783,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",2,5,Local,POINT(983794.8396754265 198405.34581708908)
091b369eaaea00f114285598652c8ae2,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL (BCAM),300,WILLOUGHBY AVENUE,300 WILLOUGHBY AVENUE,BROOKLYN,BROOKLYN,3,11205,40.69204781,-73.95843978,995775.2253,191410.8542,3055165,3019260010,303,33,23500,23500,BK69,BK0301,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,758,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",13,79,Local,POINT(995775.225268364 191410.85418367386)
09c3761bcf284cc53c9fd12eadd397c0,VALENCE COLLEGE PREPARATORY CHARTER SCHOOL,97-29,64 ROAD,97-29 64 ROAD,REGO PARK,QUEENS,4,11374,40.7297184,-73.85860681,1023438.128,205164.2859,4622920,4020917502,406,29,71701,71701,QN18,QN0601,SCHOOLS (K-12),CHARTER K-12 SCHOOLS,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - CHARTER,0,seats,Non-public,Valence College Preparatory Charter School,Non-public,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",28,112,Local,POINT(1023438.1283111572 205164.2858929634)
0b0e6dfb7a7825ae35cb291630bbefd2,THE BRONX HIGH SCHOOL OF SCIENCE,75,WEST 205 STREET,75 WEST 205 STREET,BRONX,BRONX,2,10468,40.87834951,-73.89084345,1014436.039,259303.0261,2094706,2032510201,207,11,40900,40900,BX28,BX0702,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,2591,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",10,52,Local,POINT(1014436.0388116837 259303.02613210678)
0b5e7dc10f5ce10b645d500910251d8e,CAMBRIA SCHOOL OF EXCELLENCE,233-08,LINDEN BOULEVARD,233-08 LINDEN BOULEVARD,CAMBRIA HEIGHTS,QUEENS,4,11411,40.69080769,-73.72892359,1059424.535,191072.6248,4274719,4127500004,413,27,62200,62200,QN33,QN1304,SCHOOLS (K-12),NON-PUBLIC K-12 SCHOOLS,MIDDLE SCHOOL - NON-PUBLIC,0,,Non-public,Cambria School Of Excellence,Non-public,City,NYC Department of Education,NYCDOE,nysed_activeinstitutions,"EDUCATION, CHILD WELFARE, AND YOUTH",29,105,Local,POINT(1059424.5350880623 191072.6247806549)
0b95dbf63e5123a4a3e819cf6e2bd5c1,HIGH SCHOOL FOR ARTS AND BUSINESS,105-25,HORACE HARDING EXPRESSWAY NORTH,105-25 HORACE HARDING EXPRESSWAY NORTH,CORONA,QUEENS,4,11368,40.73765243,-73.85345946,1024859.914,208057.2422,4048306,4019630005,404,21,43701,43701,QN25,QN0402,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,647,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",24,110,Local,POINT(1024859.9137926102 208057.24220514297)
0bd3100ae87ec52abaa925ad3022b372,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,165-65,84 AVENUE,165-65 84 AVENUE,JAMAICA,QUEENS,4,11432,40.71638467,-73.79879292,1040027.106,200338.8274,4211027,4098670002,408,24,45200,45200,QN35,QN0805,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,1963,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",28,107,Local,POINT(1040027.1061320305 200338.82742214203)
0c9717048ea18fdbfa2da6d9885038ef,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,111,EAST 33 STREET,111 EAST 33 STREET,NEW YORK,MANHATTAN,1,10016,40.74647022,-73.98099357,989516.4444,211236.4441,1087537,1008897501,105,4,7200,7200,MN20,MN0603,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,499,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",2,14,Local,POINT(989516.4443998337 211236.44405412674)
0c9835543bf1603a1436718148961ecc,BROOKLYN PROSPECT CHARTER SCHOOL - CSD 15.2,3002,FORT HAMILTON PARKWAY,3002 FORT HAMILTON PARKWAY,BROOKLYN,BROOKLYN,3,11218,40.64794646,-73.97870553,990159.1573,175341.4647,3123973,3053160001,307,39,50000,50001,BK40,BK0701,SCHOOLS (K-12),CHARTER K-12 SCHOOLS,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - CHARTER,0,seats,Non-public,Brooklyn Prospect Charter School - CSD 15.2,Non-public,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",15,72,Local,POINT(990159.1572976112 175341.46468925476)
0ca07d9a82a018ae274ae16fcbf66620,HIGH SCHOOL FOR MEDICAL PROFESSIONS,1600,ROCKAWAY PARKWAY,1600 ROCKAWAY PARKWAY,BROOKLYN,BROOKLYN,3,11236,40.64043381,-73.89850364,1012418.135,172620.0027,3230949,3082220001,318,46,99000,99000,BK50,BK1803,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,598,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",18,69,Local,POINT(1012418.1345696449 172620.002702713)
0cdbd3ef70827deb5735c731aafaf8b6,ACADEMY FOR CAREERS IN TELEVISION AND FILM,Jan-50,51 AVENUE,1-50 51 AVENUE,LONG ISLAND CITY,QUEENS,4,11101,40.7427274,-73.95937261,995507.977,209874.8577,4538588,4000060008,402,26,100,101,QN31,QN0201,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,586,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",30,108,Local,POINT(995507.9769778252 209874.85772943497)
0ce5f481d491b410d4cd6ba6d8879320,BUSINESS OF SPORTS SCHOOL,439,WEST 49 STREET,439 WEST 49 STREET,NEW YORK,MANHATTAN,1,10019,40.7637977,-73.99039761,986910.0115,217548.9837,1026646,1010590015,104,3,12700,12700,MN15,MN0402,SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,529,seats,Public,NYC Department of Education,NYCDOE,City,NYC Department of Education,NYCDOE,doe_lcgms,"EDUCATION, CHILD WELFARE, AND YOUTH",2,18,Local,POINT(986910.0115118027 217548.98373413086)
